"kode_produk","nama_produk","harga","stok","kategori","last_updated"
"PRD01103","rok  anak ","$23.19","267","PAKAIAN","2026-01-31 07:11:00"
"PRD01104","   topi sekolah  ",,"193","clothes","03/08/2023 19:37"
"PRD01105","baju anak laki-laki","","82","PAKAIAN","05-10-2024"
"PRD01106","   kaos  olahraga","$12.25","","clothes","01-05-2023"
"PRD01107"," topi sekolah","261000","10","pakaian","05 May 2023"
"PRD01108","rok anak","307rb","245","pakaian","2023-10-26 10:47:00"
"PRD01109","topi sekolah   ","Rp455000,-","140","clothes","2024/11/07"
"PRD01110","rok  anak","102000","127","clothes","01/01/2025 14:44"
"PRD01111","  sweater rajut ",,"16","pakian","04 Feb 2026"
"PRD01112","  sepatu casual","$11.69","8","pakian","1716315360"
"PRD01113","  kaos olahraga","Rp 221,000","214","pakian","1751845500"
"PRD01114","piyama anak ","127rb","48","PAKAIAN","2023/08/03"
"PRD01115","celana jeans pria","268000","200","pakian","1773099240"
"PRD01116","baju anak laki-laki","Rp294000,-","65","PAKAIAN","20/11/2025 22:27"
"PRD01117","jaket hoodie   ","192000","281","pakian","07/04/2024 10:50"
"PRD01118"," BaJu Bayi","Rp209000,-","133","pakaian","1752314340"
"PRD01119","   KEMEJA  SEKOLAH   ","224rb","114","clothes","2025-02-15 05:58:00"
"PRD01120","  kaos olahraga","$8.13","75","pakian","28/08/2025 12:28"
"PRD01121","sweater rajut","Rp 37,000","242","clothes","11 Sep 2023"
"PRD01122","baju anak laki-laki","$6.75","164","pakaian","29/03/2023 20:17"
"PRD01123","  KEMEJA SEKOLAH ","Rp452000,-","269","pakaian","21/04/2026 10:42"
"PRD01124","sepatu casual","Rp270000,-","247","pakian","07-13-2024"
"PRD01125","rok anak","","76","pakaian","02-16-2024"
"PRD01126","sepatu casual","139000","127","pakaian","23 Jan 2023"
"PRD01127","dress pesta","Rp 430,000","222","pakaian","1698241920"
"PRD01128","   BaJu Bayi","346000","","clothes","01/06/2024 02:14"
"PRD01129","sarung tangan bayi","$27.19","180","pakian","07/03/2023 20:37"
"PRD01130"," BaJu Bayi ","","220","clothes","2024/08/16"
"PRD01131","baju anak laki-laki ","206rb","47","PAKAIAN","2024/11/19"
"PRD01132","dress pesta","Rp402000,-","66","pakian","2026-03-14 18:01:00"
"PRD01133","BAJU ANAK PEREMPUAN","87000","36","PAKAIAN","15 Feb 2025"
"PRD01134","  KEMEJA  SEKOLAH","","166","PAKAIAN","1752969720"
"PRD01135","  jaket hoodie","$8.69","159","pakian","1683739680"
"PRD01136","kaos olahraga","336rb","180","PAKAIAN","02-12-2025"
"PRD01137","dress pesta","183000","254","PAKAIAN","2024/07/11"
"PRD01138","sweater rajut","Rp 144,000","216","clothes","1733509860"
"PRD01139","piyama anak","$30.94","","pakaian","02-28-2025"
"PRD01140","   sweater rajut  ","$18.00","72","pakaian","05-16-2024"
"PRD01141"," BAJU ANAK PEREMPUAN","153000","212","pakian","2025-12-27 15:08:00"
"PRD01142"," baju anak laki-laki  ","180rb","209","PAKAIAN","2023/06/21"
"PRD01143","sarung tangan bayi","Rp 143,000","101","pakaian","2024/01/24"
"PRD01144","   topi sekolah ","$26.25","97","clothes","16 Jun 2025"
"PRD01145","BAJU ANAK PEREMPUAN   ","460rb","166","clothes","2023-09-30 03:41:00"
"PRD01146","jaket hoodie","261rb","255","pakian","1724723580"
"PRD01147","baju anak laki-laki","$2.13","204","clothes","1678560300"
"PRD01148","  baju anak laki-laki","102000","184","clothes","06-29-2024"
"PRD01149","jaket hoodie","405000","95","clothes","2024-02-22 01:48:00"
"PRD01150","KEMEJA SEKOLAH","78000","153","clothes","21 May 2025"
"PRD01151","   topi sekolah   ","78000","72","pakaian","16/09/2023 08:00"
"PRD01152","   dress pesta","","87","PAKAIAN","2024-07-13 12:45:00"
"PRD01153","   rok anak","Rp260000,-","94","clothes","2024-11-19 20:18:00"
"PRD01154","jaket hoodie ","40000","122","pakaian","05-28-2025"
"PRD01155","  KEMEJA SEKOLAH","","92","pakaian","05-01-2025"
"PRD01156"," dress pesta","Rp310000,-","221","clothes","1710932880"
"PRD01157","topi sekolah ","Rp 358,000","34","PAKAIAN","09/04/2026 02:58"
"PRD01158","blouse wanita","52000","239","PAKAIAN","07/08/2025 03:07"
"PRD01159","jaket hoodie","110000","24","PAKAIAN","08-13-2025"
"PRD01160","  sweater rajut   ","","","PAKAIAN","2024-02-14 03:30:00"
"PRD01161","topi  sekolah ","$21.25","","clothes","2024/11/24"
"PRD01162","piyama anak","92rb","55","clothes","11-16-2025"
"PRD01163","KEMEJA SEKOLAH","380000","255","clothes","1699448340"
"PRD01164","  baju anak laki-laki","342000","55","pakaian","2025-10-14 07:08:00"
"PRD01165","BaJu Bayi",,"287","PAKAIAN","02-22-2023"
"PRD01166"," topi sekolah","Rp191000,-","4","clothes","05 Jan 2026"
"PRD01167","kaos olahraga  ","109rb","258","PAKAIAN","29 Sep 2025"
"PRD01168","rok anak","Rp 461,000","129","pakian","10-03-2024"
"PRD01169","kaos olahraga  ","156000","296","pakaian","03-11-2025"
"PRD01170","celana jeans pria  ","Rp423000,-","193","pakian","2026/01/10"
"PRD01171","BAJU ANAK PEREMPUAN","Rp139000,-","127","clothes","2024/04/06"
"PRD01172"," baju anak laki-laki","399000","127","pakian","19 Feb 2023"
"PRD01173","  sweater rajut  ","$28.06","","clothes","2024/02/28"
"PRD01174","rok anak ","96000","290","PAKAIAN","12-24-2023"
"PRD01175","  dress pesta","156000","220","pakian","2026/04/19"
"PRD01176","rok anak   ",,"73","PAKAIAN","17 Jul 2025"
"PRD01177","  celana jeans  pria ","$24.63","143","clothes","1702111140"
"PRD01178","KEMEJA SEKOLAH",,"31","pakian","18/11/2025 20:55"
"PRD01179","kaos olahraga","$18.50","47","pakaian","2025-04-07 21:54:00"
"PRD01180","   BAJU ANAK PEREMPUAN","$14.56","25","clothes","06/07/2024 13:46"
"PRD01181","rok anak   ","455rb","288","pakian","10 Aug 2024"
"PRD01182","piyama anak","Rp93000,-","299","PAKAIAN","01-20-2025"
"PRD01183","topi sekolah","107000","277","PAKAIAN","03 Nov 2024"
"PRD01184","baju anak laki-laki  ","$13.13","12","PAKAIAN","02-04-2025"
"PRD01185","piyama anak  ","154rb","183","PAKAIAN","2023-08-13 12:44:00"
"PRD01186","blouse wanita","Rp 456,000","","clothes","15/07/2023 01:38"
"PRD01187","sepatu  casual  ","","242","pakaian","10/09/2023 03:28"
"PRD01188","sarung tangan bayi","348000","266","clothes","08-05-2025"
"PRD01189","jaket hoodie","","251","clothes","11-25-2023"
"PRD01190","topi sekolah ","69000","178","pakian","1693312980"
"PRD01191","piyama anak","308000","28","pakian","2025-10-07 16:36:00"
"PRD01192","kaos olahraga",,"133","clothes","2023-04-06 23:02:00"
"PRD01193","BAJU ANAK PEREMPUAN   ","","186","clothes","23 Jun 2024"
"PRD01194","  sarung tangan bayi","","217","PAKAIAN","14 Jan 2025"
"PRD01195"," KEMEJA  SEKOLAH","Rp 252,000","228","pakian","11-03-2023"
"PRD01196","sarung tangan bayi","$28.69","16","clothes","2024-12-23 07:55:00"
"PRD01197","   baju anak laki-laki ","Rp467000,-","150","clothes","1738594860"
"PRD01198","topi sekolah   ","$26.13","251","pakian","09/04/2024 11:57"
"PRD01199","BAJU ANAK PEREMPUAN","","200","PAKAIAN","1730216220"
"PRD01200"," piyama anak   ","$18.81","98","clothes","01-18-2023"
"PRD01201","  topi sekolah  ","223000","","pakian","27/09/2024 04:26"
"PRD01202","BAJU ANAK PEREMPUAN   ","426rb","62","pakaian","04-07-2025"
"PRD01203","celana jeans pria","298000","12","pakaian","11 Apr 2025"
"PRD01204","   BAJU ANAK PEREMPUAN",,"147","PAKAIAN","05 Jan 2026"
"PRD01205","sweater rajut ","325rb","185","PAKAIAN","19/06/2023 22:25"
"PRD01206","KEMEJA SEKOLAH","","45","clothes","1703530200"
"PRD01207"," sarung tangan bayi","Rp197000,-","65","pakian","15 Nov 2025"
"PRD01208","topi sekolah",,"33","pakian","01-27-2026"
"PRD01209","jaket  hoodie","","236","clothes","2025/09/14"
"PRD01210"," baju anak laki-laki","$14.88","37","PAKAIAN","12/04/2026 19:19"
"PRD01211"," sepatu casual ",,"73","PAKAIAN","20/03/2025 17:48"
"PRD01212"," jaket hoodie  ","$14.81","186","pakaian","18/08/2025 22:01"
"PRD01213","  sarung  tangan bayi   ","Rp 122,000","","pakaian","2024-10-07 06:52:00"
"PRD01214","  sweater rajut",,"184","clothes","06 Jul 2025"
"PRD01215"," baju anak laki-laki","Rp 42,000","20","clothes","2024-03-13 05:18:00"
"PRD01216","  rok anak   ","442000","258","pakaian","02 Feb 2026"
"PRD01217"," dress pesta",,"90","PAKAIAN","2023/03/27"
"PRD01218","sarung tangan bayi","Rp446000,-","176","clothes","2024-04-14 21:49:00"
"PRD01219","baju anak laki-laki   ","31rb","137","clothes","2024-05-22 14:32:00"
"PRD01220"," rok anak","Rp347000,-","87","pakian","1714652700"
"PRD01221","KEMEJA  SEKOLAH ","434rb","190","clothes","2025-02-13 11:53:00"
"PRD01222","   jaket hoodie","","66","pakaian","2025/07/08"
"PRD01223","dress pesta",,"88","pakaian","06-27-2025"
"PRD01224","BaJu Bayi","266rb","34","pakian","03-06-2023"
"PRD01225","topi sekolah","$5.06","232","pakaian","2025-05-15 05:39:00"
"PRD01226"," celana jeans pria ","Rp359000,-","82","pakian","04-24-2026"
"PRD01227","kaos olahraga ","189000","41","clothes","11/02/2026 14:34"
"PRD01228","sepatu casual","58000","210","clothes","2023/06/24"
"PRD01229","sepatu casual   ","$3.94","134","pakaian","01-11-2024"
"PRD01230","sepatu casual","289000","50","pakaian","2024/03/15"
"PRD01231"," KEMEJA  SEKOLAH  ","Rp329000,-","173","pakian","15 Sep 2024"
"PRD01232","topi sekolah  ","67000","94","clothes","1693862880"
"PRD01233","celana  jeans pria  ","77000","277","pakian","2025-09-05 15:59:00"
"PRD01234","rok anak","Rp 61,000","225","pakian","09-14-2025"
"PRD01235"," piyama  anak","222000","264","PAKAIAN","2024/06/26"
"PRD01236","sarung tangan bayi","231rb","","pakaian","11-12-2025"
"PRD01237","   sweater rajut","215000","220","pakaian","03-26-2026"
"PRD01238","   rok anak   ","27000","220","pakaian","2025/09/18"
"PRD01239","KEMEJA SEKOLAH  ","309rb","169","clothes","2025-01-13 13:01:00"
"PRD01240","KEMEJA SEKOLAH","Rp 471,000","","clothes","1720570560"
"PRD01241","celana jeans pria ","$12.19","121","pakaian","16 May 2024"
"PRD01242","piyama anak",,"108","clothes","04-12-2023"
"PRD01243","topi sekolah","347rb","136","PAKAIAN","2024/03/13"
"PRD01244","BaJu Bayi","230000","","clothes","23/02/2024 14:19"
"PRD01245","kaos olahraga","483rb","22","pakaian","2023-12-14 19:59:00"
"PRD01246","kaos olahraga","Rp396000,-","202","pakaian","2025/10/10"
"PRD01247"," BaJu Bayi   ",,"70","pakaian","10 Feb 2023"
"PRD01248"," BAJU  ANAK  PEREMPUAN ","163000","5","clothes","2023/12/22"
"PRD01249","jaket hoodie","","189","PAKAIAN","31 Dec 2024"
"PRD01250","blouse wanita",,"60","PAKAIAN","2024/11/23"
"PRD01251","   BaJu Bayi","154000","277","clothes","1690452240"
"PRD01252"," kaos  olahraga ",,"57","pakian","12 Apr 2024"
"PRD01253"," BaJu Bayi","","298","clothes","07 Dec 2024"
"PRD01254"," baju anak laki-laki","Rp245000,-","169","pakian","25 Jun 2025"
"PRD01255","KEMEJA SEKOLAH   ","Rp 326,000","279","PAKAIAN","2025-10-18 22:31:00"
"PRD01256","   sarung tangan  bayi ","","184","pakian","2024/12/23"
"PRD01257"," sepatu casual","","290","PAKAIAN","22 Nov 2025"
"PRD01258","  blouse wanita","313000","152","pakian","2023-05-17 05:00:00"
"PRD01259","dress pesta ",,"211","clothes","12-27-2023"
"PRD01260","celana jeans pria   ","Rp 229,000","244","PAKAIAN","2023/11/06"
"PRD01261","sarung tangan bayi","Rp 97,000","25","pakian","2025-04-18 10:48:00"
"PRD01262","   blouse wanita ","","70","clothes","1716913740"
"PRD01263","jaket hoodie   ","69rb","142","clothes","2025/04/18"
"PRD01264","topi sekolah  ","$22.19","223","PAKAIAN","25 Nov 2024"
"PRD01265","piyama anak","40rb","","clothes","2025-04-15 04:29:00"
"PRD01266"," rok anak   ","346rb","111","PAKAIAN","05-29-2025"
"PRD01267","  dress pesta",,"108","PAKAIAN","2026/01/29"
"PRD01268","KEMEJA SEKOLAH","148000","130","pakaian","1710585780"
"PRD01269","topi sekolah  ","487rb","210","PAKAIAN","06-15-2023"
"PRD01270","   BaJu Bayi ","393000","68","pakaian","2025-05-06 19:51:00"
"PRD01271","BAJU ANAK PEREMPUAN ","Rp25000,-","10","PAKAIAN","12-12-2024"
"PRD01272","BAJU ANAK  PEREMPUAN","","129","clothes","23 Jun 2024"
"PRD01273","sarung tangan bayi","","97","clothes","2025/07/16"
"PRD01274","sarung tangan bayi",,"95","pakian","2025-04-25 06:02:00"
"PRD01275","rok anak","","193","clothes","1673095800"
"PRD01276","topi sekolah","Rp164000,-","207","pakaian","02/03/2025 02:36"
"PRD01277","sepatu casual","371000","154","pakian","11-14-2023"
"PRD01278","  sarung tangan bayi ","Rp491000,-","169","pakaian","31/05/2025 15:46"
"PRD01279"," topi sekolah    ","","191","pakian","2023/06/12"
"PRD01280","rok anak","Rp69000,-","213","pakaian","06-03-2023"
"PRD01281","celana jeans pria","225000","37","pakian","2025/05/16"
"PRD01282","kaos olahraga ","$25.81","236","PAKAIAN","2024-02-22 19:25:00"
"PRD01283","sepatu casual","28000","181","PAKAIAN","18/01/2023 20:19"
"PRD01284","celana jeans pria","Rp390000,-","","pakaian","23 Feb 2026"
"PRD01285","baju anak  laki-laki","Rp 72,000","120","PAKAIAN","2025/01/02"
"PRD01286"," blouse wanita   ","212rb","209","pakaian","1676269980"
"PRD01287","  sarung tangan bayi","","30","pakaian","1756530360"
"PRD01288","dress pesta","362000","71","PAKAIAN","20 Sep 2023"
"PRD01289"," baju  anak laki-laki ","196000","262","PAKAIAN","04-29-2023"
"PRD01290","rok anak  ","$3.31","43","pakian","2024/08/27"
"PRD01291","  sepatu casual","","164","PAKAIAN","11-06-2023"
"PRD01292"," jaket hoodie",,"12","pakian","06-15-2024"
"PRD01293","sweater rajut","","94","pakian","1721264880"
"PRD01294"," rok anak   ","Rp 274,000","51","pakaian","2023/08/11"
"PRD01295","blouse wanita","Rp 320,000","200","PAKAIAN","2025-03-05 17:39:00"
"PRD01296","BaJu Bayi   ","Rp 220,000","35","clothes","16 Jan 2025"
"PRD01297"," sarung tangan bayi","","135","clothes","2024/09/27"
"PRD01298","jaket hoodie  ","","172","pakaian","2025-12-17 02:43:00"
"PRD01299","BAJU ANAK PEREMPUAN","Rp 429,000","149","pakaian","04-30-2023"
"PRD01300"," dress pesta  ","$5.88","245","pakaian","2026/01/24"
"PRD01301","sarung tangan bayi","Rp29000,-","167","pakaian","1679290380"
"PRD01302","  jaket hoodie","319000","26","pakian","18 Mar 2024"
"PRD01303","sarung tangan bayi  ","Rp 338,000","264","clothes","2023/11/06"
"PRD01304","piyama anak  ","374000","88","pakian","10 Aug 2024"
"PRD01305","jaket hoodie ","414000","165","PAKAIAN","20/08/2025 19:33"
"PRD01306","rok  anak","130000","229","PAKAIAN","2025/02/15"
"PRD01307","KEMEJA SEKOLAH ","Rp 34,000","116","pakaian","17/11/2024 20:56"
"PRD01308","jaket hoodie","Rp 25,000","100","pakaian","1703845620"
"PRD01309"," piyama anak","376rb","107","PAKAIAN","2023-01-31 15:29:00"
"PRD01310","dress pesta",,"163","PAKAIAN","31/05/2023 08:47"
"PRD01311","sweater rajut   ","38000","113","pakian","2024-03-05 11:05:00"
"PRD01312","   baju anak laki-laki   ","Rp 59,000","198","pakaian","2024-10-05 21:02:00"
"PRD01313","  kaos olahraga ","$3.56","","pakian","30 Jul 2025"
"PRD01314","KEMEJA SEKOLAH  ","Rp312000,-","172","pakian","2026/04/05"
"PRD01315","blouse wanita","418rb","35","clothes","11/04/2025 09:57"
"PRD01316","sweater rajut","Rp306000,-","209","pakaian","1693045740"
"PRD01317"," sepatu casual   ","153000","158","PAKAIAN","28/02/2024 11:03"
"PRD01318","celana  jeans pria","","224","clothes","2024-04-08 15:57:00"
"PRD01319"," rok anak","136000","128","pakian","2026/04/18"
"PRD01320","   topi sekolah","403rb","48","pakaian","1722652500"
"PRD01321","KEMEJA SEKOLAH","Rp 28,000","73","pakaian","05-02-2024"
"PRD01322","   dress pesta","$9.44","89","PAKAIAN","07 Mar 2024"
"PRD01323"," jaket hoodie","$15.50","277","PAKAIAN","2024-04-20 14:50:00"
"PRD01324","   rok  anak","Rp287000,-","","clothes","01-22-2024"
"PRD01325","topi sekolah","","207","PAKAIAN","19 Jun 2025"
"PRD01326","dress pesta  ","","171","pakian","07-01-2024"
"PRD01327","celana jeans pria ","Rp493000,-","142","pakaian","02 Feb 2026"
"PRD01328","sepatu casual","Rp363000,-","149","clothes","1707174240"
"PRD01329","KEMEJA SEKOLAH","Rp 108,000","96","clothes","29 Jun 2025"
"PRD01330","baju anak laki-laki ","","89","PAKAIAN","1736256720"
"PRD01331","jaket hoodie","448000","192","clothes","1749207540"
"PRD01332","sarung tangan bayi  ","54000","127","clothes","1700635560"
"PRD01333"," celana jeans  pria ","Rp 327,000","225","clothes","1690694640"
"PRD01334"," BAJU ANAK PEREMPUAN","$30.38","252","PAKAIAN","2023-09-05 16:58:00"
"PRD01335","BAJU ANAK PEREMPUAN","Rp123000,-","9","clothes","19 Dec 2025"
"PRD01336"," celana jeans pria","","91","PAKAIAN","2026/01/08"
"PRD01337","blouse  wanita ","230000","206","clothes","10 Feb 2024"
"PRD01338","sweater rajut","$7.69","145","pakian","18 Jan 2026"
"PRD01339","sweater rajut",,"165","pakian","2023/11/03"
"PRD01340","BaJu Bayi","314000","18","pakian","03 Nov 2025"
"PRD01341","BAJU ANAK  PEREMPUAN  ","65000","229","clothes","2025/12/20"
"PRD01342","  dress pesta","124000","102","PAKAIAN","29/04/2025 07:51"
"PRD01343","  piyama anak","Rp228000,-","138","pakian","2026/04/01"
"PRD01344","kaos olahraga","380000","271","PAKAIAN","06-30-2024"
"PRD01345"," topi  sekolah  ",,"268","clothes","04 Mar 2023"
"PRD01346","BAJU ANAK PEREMPUAN ","Rp 436,000","182","pakaian","26/11/2024 14:17"
"PRD01347"," topi sekolah","246000","182","pakaian","08-26-2025"
"PRD01348","dress pesta","Rp 153,000","240","clothes","27 Jul 2024"
"PRD01349","celana jeans pria","$7.13","225","clothes","2025/05/28"
"PRD01350"," kaos olahraga","59rb","18","clothes","27/12/2025 03:41"
"PRD01351","KEMEJA SEKOLAH",,"","PAKAIAN","1713058260"
"PRD01352","  BaJu Bayi","Rp239000,-","298","clothes","2023-03-28 15:43:00"
"PRD01353","kaos olahraga","230000","198","PAKAIAN","2023-09-16 06:47:00"
"PRD01354","sweater  rajut  ",,"66","pakian","1767489240"
"PRD01355","blouse wanita  ","","266","PAKAIAN","1763523840"
"PRD01356","jaket hoodie",,"30","pakian","2024-05-08 14:06:00"
"PRD01357","KEMEJA SEKOLAH","Rp 165,000","125","PAKAIAN","2024-08-11 21:43:00"
"PRD01358","celana jeans pria","","187","clothes","27 May 2023"
"PRD01359","  sweater rajut","","61","PAKAIAN","13 Sep 2023"
"PRD01360","rok anak ","Rp40000,-","290","pakian","2023/06/26"
"PRD01361","sarung tangan bayi   ","Rp189000,-","226","PAKAIAN","12-21-2024"
"PRD01362","  celana jeans pria   ",,"275","pakaian","05 Feb 2025"
"PRD01363","BaJu  Bayi    ","230rb","43","pakian","21/08/2023 09:33"
"PRD01364","kaos olahraga","Rp 380,000","162","pakian","02 Jan 2023"
"PRD01365","KEMEJA SEKOLAH",,"234","clothes","29/12/2025 10:40"
"PRD01366","rok anak   ","479000","181","pakaian","23/11/2024 20:20"
"PRD01367"," piyama anak ","471000","273","pakian","1735251180"
"PRD01368","  sweater rajut","","290","pakaian","06-30-2023"
"PRD01369","   BaJu Bayi  ","296000","218","pakian","31 Oct 2024"
"PRD01370"," BAJU ANAK PEREMPUAN","243rb","71","PAKAIAN","2024/05/04"
"PRD01371","topi sekolah","Rp 416,000","85","pakian","09/03/2023 12:57"
"PRD01372","   jaket hoodie ","$22.13","172","clothes","09/06/2025 13:47"
"PRD01373","topi sekolah  ","","214","clothes","13/10/2025 06:35"
"PRD01374","dress pesta","$29.81","111","pakian","2026-01-09 00:43:00"
"PRD01375","blouse wanita","Rp 92,000","259","clothes","2024/10/29"
"PRD01376","celana jeans pria ","$29.31","160","PAKAIAN","1688238000"
"PRD01377","   dress pesta  ","339rb","15","pakaian","2024/02/28"
"PRD01378","celana jeans pria  ","","106","clothes","04-07-2025"
"PRD01379"," BAJU ANAK PEREMPUAN  ","Rp30000,-","40","clothes","2023-06-23 22:23:00"
"PRD01380","  kaos olahraga","$14.06","250","clothes","21 Jun 2025"
"PRD01381","   topi sekolah ","400000","180","pakian","2023/04/04"
"PRD01382"," baju  anak laki-laki","82rb","73","pakaian","26/01/2023 22:23"
"PRD01383","rok anak",,"152","pakian","02-12-2025"
"PRD01384","  celana jeans pria","$24.06","222","PAKAIAN","1729852980"
"PRD01385","baju anak laki-laki  ","134000","296","PAKAIAN","11-14-2024"
"PRD01386","blouse wanita  ",,"53","pakaian","1703635260"
"PRD01387"," topi sekolah   ","Rp 273,000","","pakaian","1725871560"
"PRD01388","BAJU ANAK PEREMPUAN",,"30","pakaian","10/03/2026 14:20"
"PRD01389","   topi sekolah","","242","pakian","2025-02-24 03:05:00"
"PRD01390","  BaJu  Bayi   ","$30.69","84","clothes","2024-07-06 12:12:00"
"PRD01391","sarung tangan bayi  ","100rb","60","clothes","2025/07/22"
"PRD01392","  kaos olahraga ","496000","291","PAKAIAN","06/02/2025 19:54"
"PRD01393","jaket hoodie","Rp 60,000","190","clothes","30/06/2025 08:04"
"PRD01394","  rok anak","Rp 343,000","286","clothes","11/03/2023 19:33"
"PRD01395","   sweater rajut","435000","191","clothes","1677411300"
"PRD01396","piyama anak",,"178","pakaian","06/03/2026 15:00"
"PRD01397"," jaket hoodie","$17.38","62","pakian","2025/03/11"
"PRD01398","BAJU ANAK PEREMPUAN ",,"90","PAKAIAN","10-20-2023"
"PRD01399","   sweater rajut   ","","248","PAKAIAN","21 Mar 2024"
"PRD01400","blouse wanita   ","Rp433000,-","147","PAKAIAN","2023/09/20"
"PRD01401","   baju anak  laki-laki","320000","148","clothes","17/04/2025 20:42"
"PRD01402","blouse wanita",,"187","pakaian","1743635460"
"PRD01403","topi sekolah","Rp 143,000","140","pakaian","03/08/2024 18:34"
"PRD01404","BAJU  ANAK PEREMPUAN  ","$19.19","164","PAKAIAN","24/05/2025 01:47"
"PRD01405","rok anak","390rb","297","clothes","2023/12/08"
"PRD01406","sepatu casual","$14.94","29","pakaian","27 Feb 2023"
"PRD01407","   topi sekolah","Rp 410,000","80","pakaian","10/02/2023 01:40"
"PRD01408","  sweater rajut","76000","224","pakian","02/05/2024 08:11"
"PRD01409","piyama anak  ","Rp335000,-","","pakaian","2023-09-29 02:28:00"
"PRD01410","blouse wanita   ","140000","261","pakaian","04-01-2023"
"PRD01411","jaket hoodie","$17.63","117","pakaian","2023/04/12"
"PRD01412","blouse wanita   ","","23","clothes","24 Jan 2024"
"PRD01413","dress pesta",,"53","pakian","11-09-2025"
"PRD01414"," sepatu casual","446000","151","pakian","02-15-2024"
"PRD01415"," blouse wanita   ","119000","20","pakian","2024-05-21 09:19:00"
"PRD01416"," piyama anak","214rb","177","PAKAIAN","22/03/2023 21:54"
"PRD01417","piyama anak ","360000","276","pakaian","08-15-2024"
"PRD01418","   KEMEJA SEKOLAH ","$15.63","145","clothes","2023-12-20 07:06:00"
"PRD01419","   rok  anak   ","126rb","67","pakian","1712814660"
"PRD01420","   piyama anak","Rp323000,-","249","PAKAIAN","16 Mar 2024"
"PRD01421","sweater rajut   ","","13","pakian","03-07-2026"
"PRD01422","sepatu casual","","291","pakaian","18 Jun 2025"
"PRD01423","topi sekolah","","33","PAKAIAN","13/12/2025 11:46"
"PRD01424","KEMEJA SEKOLAH","$21.94","252","pakian","03 Jun 2025"
"PRD01425","  rok anak   ","463000","46","clothes","2024/04/06"
"PRD01426","sweater rajut",,"282","pakaian","2025/05/17"
"PRD01427","baju anak laki-laki  ",,"268","PAKAIAN","2024-01-29 17:51:00"
"PRD01428","piyama anak","Rp 111,000","273","clothes","26 Mar 2025"
"PRD01429"," celana jeans pria",,"247","pakian","2025-01-06 07:14:00"
"PRD01430","jaket hoodie","393000","212","pakaian","22/03/2023 08:09"
"PRD01431","   piyama anak   ","425000","0","pakaian","07-18-2023"
"PRD01432","baju anak laki-laki","Rp 169,000","247","pakaian","09/12/2024 18:35"
"PRD01433","dress pesta","","125","pakian","02/12/2025 02:42"
"PRD01434"," celana  jeans pria","369000","178","pakaian","31 Oct 2023"
"PRD01435","kaos olahraga ","$2.00","145","clothes","17 Jul 2025"
"PRD01436","  topi sekolah ","","129","pakian","21 Dec 2023"
"PRD01437","sweater rajut","343rb","249","PAKAIAN","11-18-2023"
"PRD01438","BaJu Bayi","$22.38","","clothes","1745748360"
"PRD01439","kaos olahraga   ","$8.00","143","PAKAIAN","14 Mar 2024"
"PRD01440","sweater rajut  ",,"125","clothes","1688481000"
"PRD01441","rok anak","$6.44","279","pakaian","20/01/2023 00:56"
"PRD01442","   celana jeans pria ",,"201","PAKAIAN","15 Mar 2023"
"PRD01443","sepatu casual   ","","292","clothes","2023/08/12"
"PRD01444","BAJU ANAK PEREMPUAN","Rp153000,-","56","clothes","2025-03-21 21:31:00"
"PRD01445","   topi sekolah","$17.94","285","clothes","1687649760"
"PRD01446","baju anak laki-laki","161rb","198","pakian","22 Oct 2023"
"PRD01447","BaJu Bayi   ","413rb","219","PAKAIAN","1693428000"
"PRD01448"," celana jeans pria","Rp 301,000","189","clothes","2025-03-07 16:38:00"
"PRD01449"," BAJU ANAK  PEREMPUAN","399rb","205","PAKAIAN","30 Mar 2024"
"PRD01450"," kaos olahraga","$9.94","10","pakaian","2023/12/22"
"PRD01451","  BAJU ANAK PEREMPUAN  ","471000","209","pakaian","2023-06-06 08:44:00"
"PRD01452","BAJU ANAK  PEREMPUAN","455000","234","clothes","03-07-2024"
"PRD01453","jaket hoodie   ","","274","pakian","1775023320"
"PRD01454","  BaJu Bayi ","30rb","87","pakian","1687069560"
"PRD01455","   sepatu casual",,"70","clothes","19 Feb 2026"
"PRD01456","celana jeans pria","204rb","117","pakian","2024-12-26 16:59:00"
"PRD01457","  rok anak   ","209000","38","PAKAIAN","31/08/2023 19:34"
"PRD01458","   dress pesta","245000","287","pakaian","2025/03/02"
"PRD01459","   blouse wanita   ","496rb","212","pakian","2024/12/23"
"PRD01460"," kaos olahraga","Rp148000,-","190","pakaian","1692403980"
"PRD01461","dress pesta","Rp97000,-","194","PAKAIAN","2023-08-15 10:28:00"
"PRD01462","BAJU ANAK PEREMPUAN","Rp197000,-","230","pakaian","2026-05-03 03:52:00"
"PRD01463"," jaket hoodie  ",,"64","pakaian","2023-05-02 23:33:00"
"PRD01464","  jaket hoodie","$11.06","277","clothes","1710200880"
"PRD01465","BaJu Bayi","","273","pakaian","2026-04-05 22:45:00"
"PRD01466","   BAJU ANAK PEREMPUAN",,"193","pakian","1730543520"
"PRD01467","  BaJu Bayi  ","","220","pakian","05 Sep 2024"
"PRD01468","dress pesta","","173","clothes","13/05/2025 14:25"
"PRD01469","sarung  tangan bayi   ","365000","12","pakian","2023/11/02"
"PRD01470","blouse wanita","Rp215000,-","34","clothes","28 Jun 2023"
"PRD01471","rok anak ","Rp356000,-","0","pakian","2026/02/28"
